Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,HSOC Zones as of 2018-06-05,OWED Public Spaces,Central Market/Tenderloin Boundary Polygon - Updated,Parks Alliance CPSI (27+TL sites),ESNCAG - Boundary File,"Areas of Vulnerability, 2016"
2020/08/04 01:30:00 PM,2020/08/04,13:30,2020,Tuesday,2020/08/05 07:05:00 PM,95323928150,953239,206121664,,II,Coplogic Initial,true,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,,,Central,,,,,,,,,,,,,,,
2020/08/16 02:30:00 PM,2020/08/16,14:30,2020,Sunday,2020/08/16 04:12:00 PM,95333606244,953336,200492708,202292076,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,COLUMBUS AVE \ BEACH ST,25598000,Central,Russian Hill,2,37.806780111468534,-122.4195772441978,"(37.806780111468534, -122.4195772441978)",99,6,6,32,,,,,,1
2020/08/16 05:54:00 PM,2020/08/16,17:54,2020,Sunday,2020/08/16 05:54:00 PM,95338707041,953387,200141579,202292390,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,TURK BLVD \ BEAUMONT AVE,26484000,Park,Lone Mountain/USF,1,37.77771278786089,-122.454331408504,"(37.77771278786089, -122.454331408504)",12,7,4,18,,,,,,1
2020/08/16 03:30:00 AM,2020/08/16,03:30,2020,Sunday,2020/08/16 04:47:00 AM,95320705073,953207,200491744,202290337,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,23RD ST \ VALENCIA ST,24106000,Mission,Mission,8,37.753703092703674,-122.42081213698863,"(37.753703092703674, -122.42081213698863)",53,3,5,20,3,,,,,1
2020/07/15 05:34:00 PM,2020/07/15,17:34,2020,Wednesday,2020/08/16 10:00:00 AM,95334675030,953346,200492582,202291946,II,Initial,,75030,Case Closure,Case Closure,Case Closure,Cite or Arrest Adult,TAYLOR ST \ NORTH POINT ST,25592000,Central,North Beach,3,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",99,6,3,23,,,,,,2
2020/08/16 03:07:00 AM,2020/08/16,03:07,2020,Sunday,2020/08/16 03:07:00 AM,95320311012,953203,200491681,202290302,II,Initial,,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,ESSEX ST \ FOLSOM ST,24524000,Southern,Financial District/South Beach,6,37.78637893587979,-122.39564546789741,"(37.78637893587979, -122.39564546789741)",32,1,10,8,,,,,1,1
2020/08/15 01:27:00 PM,2020/08/15,13:27,2020,Saturday,2020/08/15 01:58:00 PM,95309568000,953095,200490423,202281711,II,Initial,,68000,Fire Report,Fire Report,Fire Report,Open or Active,ORDWAY ST \ SAN BRUNO AVE,20562000,Ingleside,Portola,10,37.720408882369306,-122.40073581863834,"(37.720408882369306, -122.40073581863834)",91,9,9,25,,,,,,2
2020/02/26 10:09:00 PM,2020/02/26,22:09,2020,Wednesday,2020/08/16 10:00:00 AM,95335706362,953357,200492617,202291953,II,Initial,,06362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,TAYLOR ST \ NORTH POINT ST,25592000,Central,North Beach,3,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",99,6,3,23,,,,,,2
2020/08/14 10:00:00 PM,2020/08/14,22:00,2020,Friday,2020/08/15 07:26:00 PM,95317204013,953172,200491299,202283084,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,FOLSOM ST \ 06TH ST,23941000,Southern,South of Market,6,37.77850510385514,-122.40561526782413,"(37.77850510385514, -122.40561526782413)",32,1,10,34,1,,,,,2
2020/08/13 01:55:00 PM,2020/08/13,13:55,2020,Thursday,2020/08/15 12:36:00 PM,95322406372,953224,206121670,,II,Coplogic Initial,true,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,IRON ALY \ GRAYSTONE TER,26184000,Park,Castro/Upper Market,8,37.757272875738465,-122.44496432865888,"(37.757272875738465, -122.44496432865888)",47,7,5,5,,,,,,1
2020/08/16 08:05:00 PM,2020/08/16,20:05,2020,Sunday,2020/08/16 08:16:00 PM,95338415161,953384,200493267,202292769,II,Initial,,15161,Offences Against The Family And Children,Other,Violation of Restraining Order,Open or Active,WOODSIDE AVE \ IDORA AVE,22448000,Park,Twin Peaks,7,37.74610616732103,-122.45466409847702,"(37.74610616732103, -122.45466409847702)",49,7,8,38,,,,,,1
2020/08/16 12:40:00 PM,2020/08/16,12:40,2020,Sunday,2020/08/16 01:00:00 PM,95332504014,953325,200492322,202291435,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,PAGE ST \ 12TH ST \ MARKET ST,30749000,Southern,Mission,6,37.77435867382556,-122.42025428037208,"(37.77435867382556, -122.42025428037208)",32,1,10,20,1,,1,,,2
2020/08/14 01:54:00 PM,2020/08/14,13:54,2020,Friday,2020/08/14 04:45:00 PM,95322906244,953229,206121460,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Richmond,,,,,,,,,,,,,,,
2020/08/16 07:17:00 AM,2020/08/16,07:17,2020,Sunday,2020/08/16 07:17:00 AM,95326407055,953264,200491857,202290658,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,YOSEMITE AVE \ INGALLS ST,20148000,Bayview,Bayview Hunters Point,10,37.724729109115316,-122.3879304959651,"(37.724729109115316, -122.3879304959651)",78,2,9,1,,,,,,2
2020/08/16 11:30:00 AM,2020/08/16,11:30,2020,Sunday,2020/08/16 04:00:00 PM,95333006244,953330,200492645,202292050,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,09TH AVE \ LINCOLN WAY,27156000,Taraval,Inner Sunset,5,37.7659246615714,-122.46644249108988,"(37.7659246615714, -122.46644249108988)",109,10,11,14,,,,,,1
2020/08/10 12:15:00 PM,2020/08/10,12:15,2020,Monday,2020/08/11 08:14:00 AM,95321706244,953217,206121614,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Southern,,,,,,,,,,,,,,,
2020/08/16 03:09:00 AM,2020/08/16,03:09,2020,Sunday,2020/08/16 03:17:00 AM,95319428100,953194,200491653,202290309,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,ANZA ST \ WOOD ST,26463000,Park,Lone Mountain/USF,1,37.78088166227314,-122.44879124957072,"(37.78088166227314, -122.44879124957072)",12,7,4,18,,,,,,1
2020/02/28 10:27:00 PM,2020/02/28,22:27,2020,Friday,2020/08/16 10:00:00 AM,95335375030,953353,200492598,202291950,II,Initial,,75030,Case Closure,Case Closure,Case Closure,Cite or Arrest Adult,TAYLOR ST \ NORTH POINT ST,25592000,Central,North Beach,3,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",99,6,3,23,,,,,,2
2020/08/16 03:47:00 PM,2020/08/16,15:47,2020,Sunday,2020/08/16 03:49:00 PM,95336404013,953364,200492667,202292013,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,HEMLOCK ST \ LAGUNA ST,26523000,Northern,Japantown,5,37.786246576578144,-122.42824149689217,"(37.786246576578144, -122.42824149689217)",101,4,11,15,,,,,,2
2020/08/16 06:36:00 AM,2020/08/16,06:36,2020,Sunday,2020/08/16 07:39:00 AM,95328005071,953280,200491807,202290610,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Cite or Arrest Adult,SUTTER ST \ GRANT AVE,24662000,Central,Financial District/South Beach,3,37.789631596400895,-122.40539867427,"(37.789631596400895, -122.40539867427)",19,6,3,8,,,,,,2
2020/07/27 01:25:00 PM,2020/07/27,13:25,2020,Monday,2020/08/16 10:00:00 AM,95331706364,953317,200449135,,IS,Initial Supplement,,06364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,TAYLOR ST \ NORTH POINT ST,25592000,Central,North Beach,3,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",99,6,3,23,,,,,,2
2020/08/05 09:00:00 AM,2020/08/05,09:00,2020,Wednesday,2020/08/13 02:55:00 PM,95323406374,953234,206121404,,II,Coplogic Initial,true,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,CLEMENT ST \ 09TH AVE,27291000,Richmond,Inner Richmond,1,37.782802248999005,-122.46762910232071,"(37.782802248999005, -122.46762910232071)",5,8,4,11,,,,,,1
2020/08/16 05:18:00 AM,2020/08/16,05:18,2020,Sunday,2020/08/16 05:25:00 AM,95325527130,953255,200491766,202290519,II,Initial,,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,FILLMORE ST \ BUSH ST,26608000,Northern,Pacific Heights,5,37.78702066647638,-122.43345991736983,"(37.78702066647638, -122.43345991736983)",103,4,11,30,,,,,,1
2020/08/16 07:00:00 PM,2020/08/16,19:00,2020,Sunday,2020/08/16 09:31:00 PM,95339106244,953391,200493364,202292980,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST \ MARINA BLVD,26758000,Northern,Marina,2,37.80504328668041,-122.43379794514195,"(37.80504328668041, -122.43379794514195)",17,4,6,13,,,,,,1
2020/08/16 04:00:00 PM,2020/08/16,16:00,2020,Sunday,2020/08/16 04:56:00 PM,95334006243,953340,200492855,202292206,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,MARTIN LUTHER KING JR DR \ 07TH AVE,27195000,Richmond,Golden Gate Park,5,37.76643003016088,-122.46438443928187,"(37.76643003016088, -122.46438443928187)",9,8,11,12,,,,,,1
2020/08/16 05:50:00 AM,2020/08/16,05:50,2020,Sunday,2020/08/16 06:44:00 AM,95326064085,953260,200491829,202290602,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,JOSIAH AVE \ LAKEVIEW AVE,22195000,Taraval,Oceanview/Merced/Ingleside,11,37.717767883558565,-122.45337762132841,"(37.717767883558565, -122.45337762132841)",81,10,1,24,,,,,,2
2020/08/16 11:00:00 AM,2020/08/16,11:00,2020,Sunday,2020/08/16 03:30:00 PM,95334307021,953343,200492695,202291860,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,BALBOA ST \ GREAT HWY,28009000,Richmond,Outer Richmond,1,37.77507596005672,-122.51129492624534,"(37.77507596005672, -122.51129492624534)",8,8,4,29,,,,,,1
2020/08/13 04:30:00 AM,2020/08/13,04:30,2020,Thursday,2020/08/15 01:50:00 PM,95306628150,953066,200490401,202281813,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,GROVE ST \ ASHBURY ST,26380000,Park,Lone Mountain/USF,5,37.77466736549491,-122.44787780195188,"(37.77466736549491, -122.44787780195188)",24,7,11,18,,,,,,1
2020/08/15 01:45:00 PM,2020/08/15,13:45,2020,Saturday,2020/08/16 05:40:00 PM,95338215153,953382,200493007,202292007,II,Initial,,15153,Offences Against The Family And Children,Other,Phone Calls in Violation of DVU Court Order,Open or Active,OCEAN AVE \ LEE AVE,22223000,Taraval,West of Twin Peaks,7,37.72345700607633,-122.45411575418224,"(37.72345700607633, -122.45411575418224)",64,10,8,41,,,,,,1
2020/08/16 11:40:00 AM,2020/08/16,11:40,2020,Sunday,2020/08/16 05:20:00 PM,95335406241,953354,200492924,202291374,II,Initial,,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,TAYLOR ST \ NORTH POINT ST,25592000,Central,North Beach,3,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",99,6,3,23,,,,,,2
2020/08/15 11:38:00 PM,2020/08/15,23:38,2020,Saturday,2020/08/15 11:42:00 PM,95320563010,953205,200491471,202283821,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,SANCHEZ ST \ MARKET ST,25806000,Mission,Castro/Upper Market,8,37.765867985549704,-122.43102547213662,"(37.765867985549704, -122.43102547213662)",28,3,5,5,5,,,,,1
2020/08/15 11:00:00 PM,2020/08/15,23:00,2020,Saturday,2020/08/16 12:40:00 PM,95329371013,953293,200492275,202291394,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,PACIFIC AVE \ MASON ST,25109000,Central,Chinatown,3,37.796290764675476,-122.41171893926939,"(37.796290764675476, -122.41171893926939)",107,6,3,6,,,,,,2
2020/08/15 10:45:00 PM,2020/08/15,22:45,2020,Saturday,2020/08/15 10:45:00 PM,95316707055,953167,200491437,202283653,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Cite or Arrest Adult,HYDE ST \ OFARRELL ST,25145000,Tenderloin,Tenderloin,6,37.78537597388642,-122.41625970692009,"(37.78537597388642, -122.41625970692009)",20,5,10,36,,,1,,,2
2020/08/12 01:00:00 PM,2020/08/12,13:00,2020,Wednesday,2020/08/16 10:05:00 AM,95328707020,953287,200492190,202290971,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,QUINT ST \ OAKDALE AVE,20692000,Bayview,Bayview Hunters Point,10,37.73778405361255,-122.3959448289191,"(37.73778405361255, -122.3959448289191)",87,2,9,1,,,,,,1
2020/08/13 07:30:00 PM,2020/08/13,19:30,2020,Thursday,2020/08/16 05:06:00 PM,95336626100,953366,200492861,202292239,II,Initial,,26100,Other Miscellaneous,Extortion-Blackmail,Extortion or Blackmail,Open or Active,LAGUNA ST \ CHESTNUT ST,26740000,Northern,Marina,2,37.80144493435495,-122.43131132204577,"(37.80144493435495, -122.43131132204577)",17,4,6,13,,,,,,1
2020/08/16 12:25:00 PM,2020/08/16,12:25,2020,Sunday,2020/08/16 12:31:00 PM,95332619057,953326,200492300,202291364,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,GEARY ST \ LARKIN ST,25170000,Central,Tenderloin,6,37.78610103879033,-122.41808809883916,"(37.78610103879033, -122.41808809883916)",20,6,10,36,,,1,,,2
2020/08/14 09:30:00 AM,2020/08/14,09:30,2020,Friday,2020/08/15 12:31:00 AM,95323806244,953238,206121567,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ LAGUNA ST,25932000,Northern,Hayes Valley,5,37.77646430525107,-122.42626334607084,"(37.77646430525107, -122.42626334607084)",22,4,11,9,,,,,,1
2020/07/29 09:00:00 PM,2020/07/29,21:00,2020,Wednesday,2020/08/13 09:56:00 PM,95324906244,953249,200455364,,IS,Coplogic Supplement,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MCALLISTER ST \ LYON ST,26374000,Northern,Lone Mountain/USF,5,37.77716444540731,-122.4433210560904,"(37.77716444540731, -122.4433210560904)",97,7,11,18,,,,,,1
2020/08/15 05:00:00 PM,2020/08/15,17:00,2020,Saturday,2020/08/16 02:40:00 PM,95331471010,953314,200492491,202291509,VI,Vehicle Initial,,71010,Other Offenses,Other Offenses,"License Plate, Lost",Open or Active,TENNESSEE ST \ MARIPOSA ST,23651000,Bayview,Potrero Hill,6,37.76426021440879,-122.38985196114861,"(37.76426021440879, -122.38985196114861)",34,2,10,26,,,,,,1
2020/08/15 06:00:00 PM,2020/08/15,18:00,2020,Saturday,2020/08/16 09:09:00 AM,95326928150,953269,200491948,202290834,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,TURK ST \ MARKET ST \ MASON ST,24898000,Tenderloin,South of Market,6,37.78328785199654,-122.40895216005933,"(37.78328785199654, -122.40895216005933)",20,5,10,34,,35,1,,,2
2020/08/16 12:01:00 AM,2020/08/16,00:01,2020,Sunday,2020/08/16 12:10:00 AM,95317768000,953177,200491493,202290024,II,Initial,,68000,Fire Report,Fire Report,Fire Report,Open or Active,MISSION ST \ 25TH ST,24073000,Mission,Mission,9,37.75063964845744,-122.4182878708879,"(37.75063964845744, -122.4182878708879)",53,3,2,20,3,,,,,2
2020/08/16 02:30:00 AM,2020/08/16,02:30,2020,Sunday,2020/08/16 02:38:00 AM,95319105072,953191,200491625,202290268,II,Initial,,05072,Burglary,Burglary - Other,"Burglary, Other Bldg., Att. Forcible Entry",Open or Active,CENTRAL AVE \ MCALLISTER ST,26373000,Park,Lone Mountain/USF,5,37.77695766643813,-122.44496661579105,"(37.77695766643813, -122.44496661579105)",97,7,11,18,,,,,,1
2020/08/15 07:48:00 PM,2020/08/15,19:48,2020,Saturday,2020/08/15 08:09:00 PM,95315207200,953152,200491211,202283157,II,Initial,,07200,Forgery And Counterfeiting,Forgery And Counterfeiting,"Vehicle Registration, False Evidence of",Open or Active,CHURCH ST \ HANCOCK ST,25711000,Mission,Castro/Upper Market,8,37.76049100603578,-122.42827823341598,"(37.76049100603578, -122.42827823341598)",,3,5,5,5,,,,,1
2020/08/16 06:22:00 PM,2020/08/16,18:22,2020,Sunday,2020/08/16 06:30:00 PM,95339664020,953396,200493132,202292473,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,40TH AVE \ ANZA ST,27905000,Richmond,Outer Richmond,1,37.77743529163881,-122.50065991690951,"(37.77743529163881, -122.50065991690951)",8,8,4,29,,,,,,1
2020/08/16 09:30:00 AM,2020/08/16,09:30,2020,Sunday,2020/08/16 10:12:00 AM,95327472000,953274,200492043,202290989,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,CLAY ST \ SCOTT ST,26819000,Northern,Pacific Heights,2,37.7900814490792,-122.43913598420383,"(37.7900814490792, -122.43913598420383)",102,4,6,30,,,,,,1
2020/08/13 12:01:00 AM,2020/08/13,00:01,2020,Thursday,2020/08/14 11:30:00 AM,95322106374,953221,206121379,,II,Coplogic Initial,true,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,TWIN PEAKS BLVD \ CARMEL ST \ CLAYTON ST,26199000,Park,Castro/Upper Market,8,37.7610067180246,-122.44643363830613,"(37.7610067180246, -122.44643363830613)",114,7,5,5,,,,,,1
2020/08/15 05:30:00 PM,2020/08/15,17:30,2020,Saturday,2020/08/16 05:10:00 PM,95337875000,953378,200492968,202292251,II,Initial,,75000,Missing Person,Missing Person,Found Person,Open or Active,FRANCISCO ST \ TAYLOR ST,25523000,Central,North Beach,3,37.80448098296445,-122.41505227653488,"(37.80448098296445, -122.41505227653488)",106,6,3,23,,,,,,2
2020/08/16 12:39:00 AM,2020/08/16,00:39,2020,Sunday,2020/08/16 12:39:00 AM,95317904081,953179,200491556,202290097,II,Initial,,04081,Assault,Aggravated Assault,Shooting into Inhabited Dwelling or Occupied Vehicle,Open or Active,THOMAS AVE \ JENNINGS ST,20150000,Bayview,Bayview Hunters Point,10,37.72829372549084,-122.38755070874484,"(37.72829372549084, -122.38755070874484)",86,2,9,1,,,,,,2
2020/08/16 01:55:00 AM,2020/08/16,01:55,2020,Sunday,2020/08/16 01:55:00 AM,95319564085,953195,200491619,202290216,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,BAY SHORE BLVD \ CESAR CHAVEZ ST,33283000,Mission,Bernal Heights,9,37.74897104640288,-122.40562695301617,"(37.74897104640288, -122.40562695301617)",60,3,2,2,3,,,,,1
2020/08/16 08:00:00 AM,2020/08/16,08:00,2020,Sunday,2020/08/16 10:37:00 AM,95331805071,953318,200492087,202290919,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,FOLSOM ST \ 07TH ST,24262000,Southern,South of Market,6,37.77674610778869,-122.40784206126533,"(37.77674610778869, -122.40784206126533)",32,1,10,34,1,,,,,2
2020/08/16 11:51:00 AM,2020/08/16,11:51,2020,Sunday,2020/08/16 12:13:00 PM,95330006370,953300,200492247,202291261,II,Initial,,06370,Larceny Theft,Larceny Theft - Other,"Theft of Other Property, Att.",Open or Active,VICENTE ST \ 38TH AVE,23381000,Taraval,Sunset/Parkside,4,37.73842612291146,-122.49578916131311,"(37.73842612291146, -122.49578916131311)",39,10,7,35,,,,,,1
2020/08/16 01:01:00 PM,2020/08/16,13:01,2020,Sunday,2020/08/16 01:10:00 PM,95330403044,953304,200492372,202291494,II,Initial,,03044,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Force",Open or Active,16TH ST \ BRYANT ST,24048000,Mission,Mission,10,37.76560583760297,-122.41048669029503,"(37.76560583760297, -122.41048669029503)",53,3,9,20,3,,,,,2
2020/08/15 03:30:00 PM,2020/08/15,15:30,2020,Saturday,2020/08/15 07:49:00 PM,95315006244,953150,200491136,202283107,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GREAT HWY \ SLOAT BLVD,32904000,Taraval,Lakeshore,7,37.7354697570021,-122.50671742965267,"(37.7354697570021, -122.50671742965267)",40,10,8,16,,,,,,2
2020/08/14 05:00:00 PM,2020/08/14,17:00,2020,Friday,2020/08/15 09:31:00 AM,95325405041,953254,200489943,202280820,IS,Initial Supplement,,05041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Open or Active,DIVISADERO ST \ 14TH ST,26007000,Park,Castro/Upper Market,8,37.767274661158645,-122.43647824783746,"(37.767274661158645, -122.43647824783746)",112,7,5,5,,,,,,1
2020/08/15 04:24:00 PM,2020/08/15,16:24,2020,Saturday,2020/08/15 04:24:00 PM,95316527170,953165,200489062,202282409,IS,Initial Supplement,,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,MISSION ST \ FREMONT ST,24560000,Ingleside,Financial District/South Beach,6,37.79046106747903,-122.39668969554637,"(37.79046106747903, -122.39668969554637)",108,1,10,8,,,,,,1
2020/08/15 10:30:00 PM,2020/08/15,22:30,2020,Saturday,2020/08/16 10:10:00 AM,95327975000,953279,200491813,202290621,IS,Initial Supplement,,75000,Missing Person,Missing Person,Found Person,Open or Active,BALCETA AVE \ LAGUNA HONDA BLVD,22856000,Taraval,West of Twin Peaks,7,37.74549038702112,-122.45739435771662,"(37.74549038702112, -122.45739435771662)",49,7,8,41,,,,,,1
2020/08/15 07:12:00 PM,2020/08/15,19:12,2020,Saturday,2020/08/15 07:12:00 PM,95313727170,953137,200491089,202283018,II,Initial,,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)",20,5,10,36,,,1,,,2
2020/08/16 04:05:00 AM,2020/08/16,04:05,2020,Sunday,2020/08/16 04:05:00 AM,95320007045,953200,200488779,202290243,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,BOWMAN CT \ KEITH ST,33275000,Bayview,Bayview Hunters Point,10,37.737769711792836,-122.38179490192714,"(37.737769711792836, -122.38179490192714)",86,2,9,1,,,,,,2
2020/08/16 12:20:00 PM,2020/08/16,12:20,2020,Sunday,2020/08/16 12:20:00 PM,95329927175,953299,200492225,202291330,II,Initial,,27175,Other Miscellaneous,Other,Evading a Police Officer Recklessly,Cite or Arrest Adult,16TH ST \ BRYANT ST,24048000,Mission,Mission,10,37.76560583760297,-122.41048669029503,"(37.76560583760297, -122.41048669029503)",53,3,9,20,3,,,,,2
2020/08/16 08:08:00 AM,2020/08/16,08:08,2020,Sunday,2020/08/16 08:10:00 AM,95326764085,953267,200491904,202290729,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,HYDE ST \ TURK ST,24933000,Tenderloin,Tenderloin,6,37.78258503232177,-122.41569387441227,"(37.78258503232177, -122.41569387441227)",20,5,10,36,1,,1,,,2
2020/08/15 11:45:00 PM,2020/08/15,23:45,2020,Saturday,2020/08/16 12:08:00 AM,95317515200,953175,200491512,202290020,II,Initial,,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Open or Active,TOWNSEND ST \ STANFORD ST,23805000,Southern,Financial District/South Beach,6,37.780182449409146,-122.39106458549364,"(37.780182449409146, -122.39106458549364)",31,1,10,8,,,,,,1
2020/08/16 03:30:00 PM,2020/08/16,15:30,2020,Sunday,2020/08/16 05:16:00 PM,95336306242,953363,200492902,202292275,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,BELVEDERE ST \ HAIGHT ST,26412000,Park,Haight Ashbury,5,37.76966186817882,-122.44964515771072,"(37.76966186817882, -122.44964515771072)",25,7,11,3,,,,,,1
2020/08/15 07:00:00 PM,2020/08/15,19:00,2020,Saturday,2020/08/16 05:10:00 PM,95334771013,953347,200492899,202292272,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,HAMILTON ST \ WOOLSEY ST,20863000,Bayview,Portola,9,37.72368800675248,-122.40852869753628,"(37.72368800675248, -122.40852869753628)",91,2,2,25,,,,,,1
2020/08/15 02:11:00 PM,2020/08/15,14:11,2020,Saturday,2020/08/15 03:11:00 PM,95322506244,953225,206121686,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAIGHT ST \ COLE ST,26414000,Park,Haight Ashbury,5,37.769526043647296,-122.45071018189665,"(37.769526043647296, -122.45071018189665)",25,7,11,3,,,,,,1
2020/08/13 08:00:00 AM,2020/08/13,08:00,2020,Thursday,2020/08/13 02:27:00 PM,95321306372,953213,206121391,,II,Coplogic Initial,true,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,,,Richmond,,,,,,,,,,,,,,,
2020/08/16 11:25:00 AM,2020/08/16,11:25,2020,Sunday,2020/08/16 11:34:00 AM,95332228100,953322,200492184,202291186,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Cite or Arrest Adult,CLARA ST \ 06TH ST,23922000,Southern,South of Market,6,37.777699658507856,-122.40460550711119,"(37.777699658507856, -122.40460550711119)",32,1,10,34,,,,,,2
2020/08/16 02:19:00 PM,2020/08/16,14:19,2020,Sunday,2020/08/16 02:24:00 PM,95333504134,953335,200492485,202291736,II,Initial,,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,ELLIS ST \ END,25140000,Tenderloin,Tenderloin,6,37.78461294856494,-122.41477847402237,"(37.78461294856494, -122.41477847402237)",20,5,10,36,,,1,,,2
